strategy_id,strategy_name,description,cagr_2022-2024,avg_cagr,min_cagr,max_cagr,std_cagr,consistency_score,avg_sharpe,avg_max_dd,avg_dividend_yield
B,ボックス × 利回り,yield × (0.5 + 0.5 × box信頼度),22.16,22.16,22.16,22.16,0,44.32,1.762,6.5,5.0
