strategy_id,strategy_name,description,cagr_2022-2024,avg_cagr,min_cagr,max_cagr,std_cagr,consistency_score,avg_sharpe,avg_max_dd,avg_dividend_yield
B,ボックス × 利回り,yield × (0.5 + 0.5 × box信頼度),23.63,23.63,23.63,23.63,0,47.26,1.803,6.86,5.13
