strategy_id,strategy_name,description,cagr_2020-2022,avg_cagr,min_cagr,max_cagr,std_cagr,consistency_score,avg_sharpe,avg_max_dd,avg_dividend_yield
B,ボックス × 利回り,yield × (0.5 + 0.5 × box信頼度),8.7,8.7,8.7,8.7,0,17.4,0.499,17.93,3.0
