period,strategy_id,strategy_name,total_return_pct,cagr_pct,sharpe_ratio,max_drawdown_pct,volatility_annual_pct,total_dividend_income_yen,dividend_contribution_pct,annualized_dividend_yield_pct,win_rate_pct,total_buys,total_sells
2022-2024,B,ボックス × 利回り,49.19,22.16,1.762,6.5,11.83,1024786.0,20.8,5.0,75.0,24,4
