strategy_id,strategy_name,description,cagr_2020-2022,avg_cagr,min_cagr,max_cagr,std_cagr,consistency_score,avg_sharpe,avg_max_dd,avg_dividend_yield
B,ボックス × 利回り,yield × (0.5 + 0.5 × box信頼度),7.32,7.32,7.32,7.32,0,14.64,0.422,24.79,2.34
